Incident;PERIL;SUBURB;ITEM_TYPE;VEHICLE_MAKE;VEHICLE_MODEL;VEHICLE_YEAR;INCIDENT_DATE_TIME;CLAIM_AMOUNT;ITEM_CATEGORY;ITEM_PERIL_DESCR;FLAG_INCOMPLETE_VEHICLE_DETAILS;FLAG_NEGATIVE_CLAIM;FLAG_ZERO_CLAIM
INC-146;Theft;KNOLE PARK;Contents;;;;2026-05-19 17:00:00;142566;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-147;Theft;STAMFORD HILL;Vehicle;NISSAN;NAVARA 2.5DDTI PRO-4X 4X4 A/T D/C P/U-2021-;2025;2026-05-19 11:45:00;783280;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-148;Theft;BRYANSTON;Vehicle;TOYOTA;HILUX 2.4 GD-6 SRX 4X4 A/T P/U D/C-2017-2018;2018;2026-05-19 6:02:00;542434,92;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-149;Theft;UNKNOWN;Contents;;;;2026-05-19 0:00:00;28576;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-150;Theft;BAKOVEN;Vehicle;MERCEDES-BENZ;A 180 CLASSIC A/T-2009-2013;2012;2026-05-18 11:58:00;2500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-151;Theft;BUTTERWORTH CENTRAL;Vehicle;TOYOTA;HILUX 2.0 VVTi A/C P/U S/C-2020-;2023;2026-05-18 6:40:00;15000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-152;Theft;PAARL;Contents;;;;2026-05-18 2:30:00;3422,5;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-153;Theft;PAARL;Contents;;;;2026-05-18 0:48:00;33110;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-154;Theft;ROOIHUISKRAAL;Contents;;;;2026-05-17 2:00:00;23349;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-155;Theft;BURGUNDY ESTATE;Contents;;;;2026-05-16 23:03:00;11398;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-156;Theft;UNKNOWN;Contents;;;;2026-05-16 15:00:00;37449;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-157;Theft;VASCO ESTATE;Vehicle;FORD;ECOSPORT 1.5TiVCT AMBIENTE-2018-;2020;2026-05-16 14:00:00;1750;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-158;Theft;LYNNWOOD;Vehicle;LEXUS;LX 600 F-SPORT-2022-;2023;2026-05-16 12:42:00;245254,19;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-159;Theft;FAIRWAYS;Contents;;;;2026-05-16 6:15:00;16116,55;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-160;Theft;WOODLEIGH;Contents;;;;2026-05-16 3:00:00;37516;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-161;Theft;MONTANA;Contents;;;;2026-05-16 0:00:00;2299;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-162;Theft;SUNSET ACRES;Contents;;;;2026-05-15 23:30:00;35200;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-163;Theft;ASHLEA GARDENS;Contents;;;;2026-05-15 22:17:32;70949,29;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-164;Theft;PARKHURST;Vehicle;VOLKSWAGEN;POLO 2.0 GTI DSG (147KW)-2021-;2021;2026-05-15 21:36:00;109069,72;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-165;Theft;WATERKLOOF;Contents;;;;2026-05-15 17:00:00;8697;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-166;Theft;VANDERBIJLPARK C. W. 5;Vehicle;FORD;EVEREST 2.0D BI-TURBO SPORT A/T-2023-;2023;2026-05-15 15:23:25;28118,38;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-167;Burglary;ELDORAIGNE;Contents;;;;2026-05-15 12:00:00;390124,75;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-168;Stolen and recovered;ESSENWOOD;Vehicle;TOYOTA;COROLLA CROSS 1.8 XS-2021-;2021;2026-05-15 9:00:00;316852,12;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-169;Theft;HENNOPSPARK;Vehicle;SUZUKI;VITARA BREZZA 1.5 GLX-2021-2023;2022;2026-05-15 6:15:00;251195;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-170;Theft;LYDENBURG;Contents;;;;2026-05-15 3:00:00;108796,29;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-171;Theft;ASTRA PARK;Vehicle;KIA;K 2700 WORKHORSE P/U S/C-2004-;2025;2026-05-15 3:00:00;8998,42;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-172;Theft;ASTRA PARK;Vehicle;HAVAL;JOLION 1.5T SUPER LUXURY DCT-2021-;2022;2026-05-15 3:00:00;4312,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-173;Theft;MONTANA;Vehicle;FORD;RANGER FX4 2.0D 4X4 A/T P/U D/C-2021-;2021;2026-05-14 19:30:00;600940,04;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-174;Theft;STELLENBOSCH FARMS;Vehicle;TOYOTA;ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022;2014;2026-05-14 11:00:00;103355,07;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-175;Theft;BARLOW PARK;Vehicle;TOYOTA;FORTUNER 2.8GD-6 EPIC BLACK A/T-2020-2023;2020;2026-05-14 9:30:00;532849,87;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-176;Theft;SUNNYRIDGE;Contents;;;;2026-05-14 4:00:00;11009;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-177;Theft;PORT OWEN;Vehicle;FORD;RANGER 3.2TDCi 3.2 WILDTRAK 4X4 A/T P/U D/C-2015-2020;2018;2026-05-14 3:00:00;51572,28;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-178;Theft;ADAMS MISSION;Vehicle;CITROEN;C3 1.2T MAX A/T-2024-;2025;2026-05-14 0:30:00;1750;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-179;Theft;ZINKWAZI BEACH;Contents;;;;2026-05-13 18:43:00;19088;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-180;Theft;DURBANVILLE CENTRAL;Vehicle;HYUNDAI;TUCSON 2.0 PREMIUM-2016-2023;2017;2026-05-13 18:14:48;6700;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-181;Theft;LANSDOWNE;Contents;;;;2026-05-13 12:00:00;8385;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-182;Theft;HOUGHTON ESTATE;Vehicle;HAVAL;H6 GT 2.0T SUPER LUXURY 4X4 DCT-2022-;2024;2026-05-13 12:00:00;552075,86;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-183;Theft;VICTORY PARK;Vehicle;VOLKSWAGEN;T-CROSS 1.5 TSI R-LINE DSG-2020-;2022;2026-05-12 15:40:00;59135,77;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-184;Theft;PRETORIA NORTH;Vehicle;FORD;ECOSPORT 1.5TDCi AMBIENTE-2018-;2019;2026-05-12 13:15:00;1500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-185;Theft;PRETORIA NORTH;Vehicle;FORD;RANGER 2.2TDCi XL P/U D/C-2015-2020;2016;2026-05-12 13:15:00;1500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-186;Theft;NOORDHEUWEL;Contents;;;;2026-05-12 1:00:00;13498;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-187;Theft;RYNFIELD;Contents;;;;2026-05-11 15:00:00;7684,91;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-188;Theft;RANDHART;Contents;;;;2026-05-11 2:30:00;9744;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-189;Theft;STELLENBOSCH;Contents;;;;2026-05-11 0:00:00;63954,17;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-190;Theft;PAARL;Contents;;;;2026-05-11 0:00:00;177151,54;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-191;Theft;PAULSHOF;Vehicle;MINI;COOPER C A/T (F66)-2024-;2024;2026-05-10 14:30:00;6713,56;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-192;Theft;FINGO;Contents;;;;2026-05-09 19:30:00;87112;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-193;Theft;MILNERTON;Contents;;;;2026-05-09 17:00:00;8717,6;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-194;Theft;MILNERTON;Vehicle;HAVAL;H6 2.0T LUXURY DCT-2021-;2023;2026-05-09 17:00:00;3410;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-195;Theft;SOMERSET WEST;Vehicle;SUZUKI;SWIFT 1.2 GL-2018-;2022;2026-05-09 16:46:14;3312,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-196;Theft;STAMFORD HILL;Contents;;;;2026-05-09 15:57:00;12695;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-197;Theft;OLIVEDALE;Vehicle;SUZUKI;FRONX 1.5 GL A/T-2023-;2024;2026-05-09 15:00:00;316596,99;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-198;Theft;BRITS;Contents;;;;2026-05-09 14:00:00;94786,48;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-199;Theft;WITBANK EXT;Vehicle;VOLKSWAGEN;POLO GP 1.0 TSI R-LINE DSG-2016-2018;2017;2026-05-09 8:30:12;70123,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-200;Theft;DALPARK;Contents;;;;2026-05-09 1:00:00;15099;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-201;Theft;UNKNOWN;Contents;;;;2026-05-08 20:31:00;59485,1;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-202;Theft;PHILIPPI;Contents;;;;2026-05-08 12:00:14;16498;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-203;Theft;LYDIANA;Contents;;;;2026-05-08 7:45:00;13650;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-204;Theft;LYDIANA;Vehicle;TOYOTA;COROLLA CROSS 1.8 XR-2021-;2022;2026-05-08 7:45:00;64809,13;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-205;Theft;SONEIKE;Contents;;;;2026-05-08 3:10:00;22767;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-206;Theft;ELANDSPARK;Vehicle;SUZUKI;SUPER CARRY 1.2i P/U S/C-2016-;2016;2026-05-08 2:33:00;20601,48;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-207;Theft;ELANDSPARK;Vehicle;SUZUKI;SUPER CARRY 1.2i P/U S/C-2016-;2016;2026-05-08 1:30:07;55637,28;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-208;Theft;MBAZWANA A;Vehicle;MAHINDRA;BOLERO NEF P/U S/C-2005-;2013;2026-05-07 19:00:00;1980;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-209;Theft;SOMERSET WEST;Contents;;;;2026-05-07 8:00:00;97193;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-210;Theft;SANDHURST;Contents;;;;2026-05-07 7:15:00;10425;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-211;Theft;TAMBOERSKLOOF;Vehicle;TOYOTA;ETIOS CROSS 1.5 Xs 5Dr-2014-2022;2015;2026-05-07 5:00:00;54114,41;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-212;Theft;HALFWAY GARDENS;Contents;;;;2026-05-06 11:30:42;18999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-213;Theft;REMBRANDTPARK;Contents;;;;2026-05-06 10:45:00;8999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-214;Theft;SOMERSET WEST;Vehicle;HAVAL;H6 1.5T PREMIUM-2017-2022;2020;2026-05-06 8:10:00;8172,18;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-215;Theft;CAPE TOWN CITY CENTRE;Vehicle;HYUNDAI;i20 1.2 MOTION-2015-2022;2021;2026-05-06 2:00:00;16244,4;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-216;Theft;TABLE VIEW;Contents;;;;2026-05-05 21:00:00;97670,89;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-217;Theft;UNKNOWN;Contents;;;;2026-05-05 19:54:00;16999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-218;Theft;PRETORIA;Vehicle;TOYOTA;FORTUNER 2.4GD-6 4X4 A/T-2017-2020;2019;2026-05-05 11:30:00;8596,79;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-219;Theft;VANDERBIJLPARK S. W. 5;Contents;;;;2026-05-05 2:15:00;14497;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-220;Theft;MAYBERRY PARK;Vehicle;TOYOTA;COROLLA 180i GSX-2002-2004;2003;2026-05-05 1:00:00;60000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-221;Theft;BLOEMFONTEIN;Contents;;;;2026-05-04 22:00:00;5372,85;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-222;Theft;NEWLANDS;Contents;;;;2026-05-04 1:00:00;9622,1;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-223;Theft;SIR LOWRYS PASS;Contents;;;;2026-05-04 0:30:00;8365;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-224;Theft;SIR LOWRYS PASS;Vehicle;LAND ROVER;DISCOVERY 3 Td V6 HSE A/T-2005-2009;2006;2026-05-04 0:30:00;3095;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-225;Theft;MOSSEL BAY;Contents;;;;2026-05-03 17:00:00;75787,89;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-226;Theft;PRINCE ALBERT;Contents;;;;2026-05-03 11:00:00;2950;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-227;Theft;PAARL;Vehicle;TOYOTA;CONQUEST 1300 S-1988-1993;1990;2026-05-03 8:00:00;2343,2;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-228;Theft;SUMMERSTRAND;Contents;;;;2026-05-02 22:00:00;24121,35;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-229;Theft;PARKRAND;Vehicle;FORD;RANGER 3.0 V6 BI TURBO ECOBOOST RAPTOR 4X4 A/T-2023-;2024;2026-05-02 16:30:00;1091268;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-230;Theft;WESTCLIFF;Vehicle;VOLKSWAGEN;POLO VIVO 1.4 (5DR)-2024-;2024;2026-05-02 14:20:00;204122,28;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-231;Theft;THEMBISA;Vehicle;HYUNDAI;GRAND i10 1.0 MOTION-2020-;2023;2026-05-02 9:30:00;2500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-232;Theft;PLETTENBERG BAY;Contents;;;;2026-05-02 8:00:00;28748;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-233;Theft;PRETORIA;Contents;;;;2026-05-02 8:00:00;29551,09;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-234;Burglary;WEST ACRES;Contents;;;;2026-05-02 5:00:00;1550;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-235;Theft;BOTHASIG;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2020-;2026;2026-05-02 2:00:00;51801,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-236;Theft;UNKNOWN;Vehicle;TOYOTA;HILUX 2.8 GD-6 GR-S 4X4 A/T P/U D/C-2022-;2023;2026-05-02 0:00:00;13629;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-237;Hijack;UNKNOWN;Contents;;;;2026-05-01 17:00:00;35910,8;Home contents - Theft;Hijack;FALSE;FALSE;FALSE
INC-238;Theft;SECUNDA;Contents;;;;2026-05-01 11:55:00;22616,98;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-239;Theft;STELLENBOSCH NU;Contents;;;;2026-05-01 10:00:00;52955,48;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-240;Burglary;ANNLIN;Contents;;;;2026-05-01 9:05:00;34878;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-241;Theft;HYDE PARK;Contents;;;;2026-05-01 8:34:00;183825,87;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-242;Theft;MUIZENBERG;Vehicle;HYUNDAI;VENUE 1.2 MOTION-2021-2023;2022;2026-05-01 8:34:00;4432,9;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-243;Theft;HYDE PARK;Vehicle;SUZUKI;JIMNY 1.5 GLX-2023-;2023;2026-05-01 8:34:00;360350,58;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-244;Theft;NEW GERMANY;Contents;;;;2026-05-01 2:11:00;10133;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-245;Theft;SECUNDA;Contents;;;;2026-05-01 1:00:00;2148,62;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-246;Theft;SOMERSET WEST;Vehicle;HYUNDAI;VENUE 1.0 TGDI FLUID-2019-2023;2021;2026-04-30 19:30:00;19813,12;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-247;Theft;GREENSTONE PARK;Contents;;;;2026-04-30 16:00:00;190;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-248;Theft;HERMANSTAD;Vehicle;JETOUR;X70 PLUS 1.5T MOMENTUM-2024-;2026;2026-04-30 13:05:00;420562,28;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-249;Theft;BRAKPAN;Vehicle;MERCEDES-BENZ;GLE 400d 4MATIC-2019-;2023;2026-04-30 11:00:00;7058,81;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-250;Theft;BLOEMFONTEIN NU;Vehicle;SUZUKI;JIMNY 1.5 GLX A/T-2018-;2021;2026-04-30 9:00:00;7476,55;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-251;Theft;VALHALLA;Contents;;;;2026-04-30 3:30:57;62000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-252;Theft;GREEN POINT;Contents;;;;2026-04-29 22:30:00;11249;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-253;Theft;FOUNDERS HILL;Vehicle;TOYOTA;COROLLA 1.2T XS CVT (5DR)-2019-2023;2021;2026-04-29 22:05:00;336722,97;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-254;Theft;WENTWORTH PARK;Vehicle;TOYOTA;HILUX 2.5 D-4D VNT 106KW R/B P/U D/C-2012-2014;2013;2026-04-29 21:00:00;258700;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-255;Theft;WILSONIA;Contents;;;;2026-04-29 18:30:00;28181;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-256;Armed Robbery;LAMBTON;Vehicle;TOYOTA;PRADO VX 3.0 TDi A/T-2013-2017;2015;2026-04-29 18:00:00;6015,91;Motor Vehicle - Theft;Armed Robbery;FALSE;FALSE;FALSE
INC-257;Theft;MUIZENBERG;Contents;;;;2026-04-29 15:00:00;24899;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-258;Theft;SHEFFIELD BEACH;Contents;;;;2026-04-29 13:30:50;6747;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-259;Theft;PRETORIA;Contents;;;;2026-04-29 11:00:00;16249,97;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-260;Theft;KENSINGTON;Contents;;;;2026-04-29 1:40:00;8660;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-261;Theft;RIETVALLEIRAND;Vehicle;FORD;RANGER 2.0D XL A/T D/C P/U-2022-;2025;2026-04-28 17:15:00;11328,54;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-262;Theft;SAND BAY;Contents;;;;2026-04-28 16:30:00;19052,35;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-263;Theft;BEDFORDVIEW;Contents;;;;2026-04-28 15:49:54;112493,01;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-264;Theft;SEDGEFIELD;Contents;;;;2026-04-28 12:52:00;17148;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-265;Theft;FORDSBURG;Vehicle;CHERY;OMODA C5 1.5T TECH-2023-;2024;2026-04-28 12:05:00;357000;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-266;Theft;WOODMEAD;Vehicle;TOYOTA;FORTUNER 2.8GD-6 4X4 A/T-2016-2020;2018;2026-04-28 10:05:00;477130,9;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-267;Theft;FOCHVILLE;Vehicle;FORD;ECOSPORT 1.5TiVCT AMBIENTE-2013-2018;2016;2026-04-27 16:00:00;12659;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-268;Theft;UNKNOWN;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB LEGEND 55 4X4 A/T P/U E/CAB-2025-;2025;2026-04-27 14:00:00;16190,06;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-269;Windscreen/ Motor glass damage;WILDERNESS CENTRAL;Contents;;;;2026-04-27 10:00:00;3600;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-270;Theft;BLACKHEATH;Vehicle;VOLKSWAGEN;POLO 1.0 TSI COMFORTLINE-2017-2022;2021;2026-04-27 8:34:00;251355,07;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-271;Theft;DE DOORNS;Vehicle;RENAULT;DUSTER 1.5 dCI PRESTIGE EDC-2018-2022;2020;2026-04-27 8:30:00;32625,37;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-272;Theft;VRYBURG;Vehicle;ISUZU;KB 280 DT LE P/U D/C-1993-1997;1996;2026-04-26 23:00:00;21533,92;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-273;Theft;CLAREMONT;Contents;;;;2026-04-26 14:40:00;28249;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-274;Theft;UMLAZI BB;Vehicle;VOLKSWAGEN;POLO VIVO 1.4 (5DR)-2024-;2024;2026-04-26 9:45:00;223240,06;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-275;Theft;JOHANNESBURG;Contents;;;;2026-04-26 9:32:00;11900;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-276;Theft;MONAVONI;Contents;;;;2026-04-26 3:00:00;13445;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-277;Theft;NASREC;Contents;;;;2026-04-25 23:00:45;26949;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-278;Theft;EDENVILLE;Contents;;;;2026-04-25 21:40:00;13133,15;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-279;Stolen and recovered;DE WATERKANT;Vehicle;MERCEDES-BENZ;C200 A/T-2014-2018;2016;2026-04-25 16:45:00;34078,05;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-280;Theft;MORNINGSIDE;Vehicle;TOYOTA;ETIOS CROSS 1.5 Xs 5Dr-2014-2022;2015;2026-04-24 16:54:00;7095,13;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-281;Theft;BOSTON;Contents;;;;2026-04-24 12:00:00;51854;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-282;Theft;PEERLESS PARK EAST;Vehicle;NISSAN;QASHQAI 1.2T ACENTA CVT-2017-2023;2019;2026-04-24 2:00:00;1750;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-283;Theft;HIGHLANDS NORTH;Contents;;;;2026-04-22 12:50:00;119373,04;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-284;Theft;PORT ALFRED;Contents;;;;2026-04-22 4:00:00;7826,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-285;Theft;DURBAN CENTRAL;Contents;;;;2026-04-21 17:00:37;1899;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-286;Theft;GARSFONTEIN;Vehicle;TOYOTA;PRADO VX 3.0 TDi A/T-2013-2017;2014;2026-04-21 16:21:00;485780,78;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-287;Theft;MEYERTON;Contents;;;;2026-04-21 3:15:00;57353,49;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-288;Theft;JAMESTOWN;Contents;;;;2026-04-21 3:00:00;14000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-289;Theft;WENTWORTH;Contents;;;;2026-04-20 17:30:00;59642,26;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-290;Theft;UNKNOWN;Vehicle;BMW;X3 xDRIVE M40i (G01)-2017-2022;2020;2026-04-20 12:00:00;9244;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-291;Theft;VILJOENSKROON;Contents;;;;2026-04-20 7:00:00;116803,5;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-292;Theft;GEORGE;Contents;;;;2026-04-20 0:00:00;37644;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-293;Theft;FRANKLIN ROOSEVELT PARK;Vehicle;MERCEDES-BENZ;A200d PROGRESSIVE (4DR)-2021-;2022;2026-04-19 18:44:00;159847,95;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-294;Theft;FAUNA;Contents;;;;2026-04-19 13:00:00;11144;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-295;Theft;OBSERVATORY;Contents;;;;2026-04-19 12:55:00;4999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-296;Theft;WALMER;Contents;;;;2026-04-19 12:38:00;10859;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-297;Theft;LENASIA;Vehicle;VOLKSWAGEN;POLO VIVO 1.6 COMFORTLINE TIP (5DR)-2017-;2024;2026-04-19 12:30:00;1890,05;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-298;Theft;BROOKLYN;Vehicle;ISUZU;D-MAX 3.0 DDI HR LSE (N/R) A/T D/C P/U-2023-;2025;2026-04-19 10:00:00;10525,39;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-299;Hijack;SOSHANGUVE-P;Vehicle;TOYOTA;FORTUNER 3.0D-4D R/B A/T-2009-2011;2010;2026-04-19 9:30:00;21019,24;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-300;Theft;CARLSWALD AH;Vehicle;HONDA;JAZZ 1.4i LX A/T-2008-2015;2008;2026-04-19 8:20:00;5081,25;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-301;Theft;PRIMINDIA;Contents;;;;2026-04-19 3:21:00;73433;Home contents - Theft;Theft;FALSE;FALSE;FALSE
